@relation 'weka_london_housing_with_stations_crimerate-weka.filters.unsupervised.attribute.Remove-R1-2,5-10,12-15'

@attribute house_type {House,'Flat / Apartment','New development',Penthouse,Studio,Duplex,Mews}
@attribute area_in_sq_ft numeric
@attribute nearest_station {Wimbledon,'Old Street','Putney Bridge',Paddington,'Clapham Junction','Imperial Wharf','High Street Kensington',Tooting,Highgate,'St. Johns Wood',Hampstead,Brixton,Angel,'West Hampstead','Earls Court',Balham,'Chiswick Park','West Brompton','Barnes Bridge','Clapham Common',Homerton,Hornsey,Streatham,'Shepherds Bush',Bromley-by-Bow,'Camden Town','Gospel Oak','Oxford Circus','Ealing Broadway',Charlton,'Chancery Lane',Victoria,'South Kensington','Hackney Downs',Hammersmith,'Maida Vale','Golders Green',Temple,Mortlake,Vauxhall,'Wandsworth Town','Ladbroke Grove',Barbican,'London Bridge','Piccadilly Circus','West Kensington',Canonbury,'Bethnal Green','Woolwich Arsenal','Canary Wharf',Kennington,'Caledonian Road & Barnsbury','Aldgate East','West Ealing','Russell Square','Tower Gateway','Raynes Park','Leicester Square','Bond Street',Cricklewood,'Finsbury Park',Greenwich,'Canada Water','Goodge Street','Charing Cross','Acton Central','Green Park','West Dulwich','Mill Hill East',Farringdon,Hanwell,'Royal Victoria','Latimer Road','Liverpool Street',Moorgate,'Hackney Central',Westminster,'Peckham Rye',Chingford,'East Finchley','Dalston Junction',Blackfriars,Blackheath,'Covent Garden',Lewisham,Stratford,'Kew Bridge',Bank}
@attribute price_per_sqft numeric
@attribute distance_miles numeric
@attribute no_of_crimes_per_year numeric

@data
House,2454,'Clapham Common',93.520782,0.43,34956
House,2872,Balham,97.493036,0.14,28092
House,2147,Wimbledon,67.536097,0.24,28092
'New development',3336,Tooting,88.429257,5.46,28092
'Flat / Apartment',537,'Imperial Wharf',116.387337,0.13,22068
House,1502,'Acton Central',6.65779,0.57,27264
'New development',800,'West Ealing',71.875,0.39,32364
'Flat / Apartment',590,Tooting,72.033898,5.43,28092
'Flat / Apartment',486,Bromley-by-Bow,720.154321,0.11,32976
House,2366,'Shepherds Bush',76.077768,0.57,22068
'Flat / Apartment',958,Hammersmith,109.60334,0.62,22068
'Flat / Apartment',1763,'Imperial Wharf',90.754396,0.99,22068
House,3908,'Barnes Bridge',115.148414,1.5,13728
'Flat / Apartment',1083,Victoria,110.803324,0.7,76860
'Flat / Apartment',1753,'South Kensington',142.327439,0.39,23748
House,1750,'Clapham Junction',72.857143,0.38,28092
'Flat / Apartment',798,'Piccadilly Circus',187.969925,0.25,76860
'Flat / Apartment',630,'Maida Vale',95.238095,0.31,23748
'Flat / Apartment',908,'Maida Vale',121.145374,0.23,23748
House,971,'Raynes Park',59.217302,1.17,28092
'Flat / Apartment',893,'Clapham Common',103.583427,0.13,34956
'Flat / Apartment',2500,'South Kensington',190,0.44,23748
House,2189,'West Kensington',9.136592,0.81,23748
House,1347,'Chiswick Park',96.510765,0.67,27216
'Flat / Apartment',2043,'Putney Bridge',53.842389,2.04,28092
'Flat / Apartment',890,'Liverpool Street',134.831461,0.5,33036
'Flat / Apartment',944,'Clapham Junction',97.987288,0.45,28092
'Flat / Apartment',961,'West Kensington',150.884495,0.78,23748
'Flat / Apartment',1623,'South Kensington',135.243376,0.34,23748
'Flat / Apartment',797,Hammersmith,69.008783,0.58,22068
House,1360,'Putney Bridge',101.102941,2.04,28092
'Flat / Apartment',847,'Royal Victoria',51.948052,2.52,22431
'Flat / Apartment',1956,'Bond Street',178.936605,0.09,76860
'Flat / Apartment',895,Bromley-by-Bow,53.072626,0.68,32976
'Flat / Apartment',1312,'West Hampstead',62.881098,0.76,31164
House,2956,Hampstead,118.403248,1.32,31164
'Flat / Apartment',1474,'South Kensington',186.567164,0.74,23748
'Flat / Apartment',928,Stratford,67.349138,0.21,36132
'New development',1487,Mortlake,87.088097,0.4,13728
House,2995,'Wandsworth Town',98.497496,3.37,28092
House,1907,'Hackney Downs',68.1699,0.56,33036
House,1020,Hampstead,146.568627,0.99,31164
'Flat / Apartment',922,'Barnes Bridge',86.225597,1.13,13728
House,2106,'Chiswick Park',68.850902,0.32,27216
'Flat / Apartment',860,'Clapham Junction',92.44186,0.59,28092
'Flat / Apartment',993,'Wandsworth Town',77.039275,3.54,28092
House,2309,Mortlake,93.113902,0.55,13728
'Flat / Apartment',616,'Tower Gateway',133.928571,0.23,32976
House,1703,'Imperial Wharf',92.483852,0.78,22068
House,1900,Vauxhall,71.052632,0.98,23748
'Flat / Apartment',1003,Victoria,204.386839,1.98,23748
'Flat / Apartment',943,Hampstead,92.788971,0.59,31164
House,1445,Tooting,88.235294,5.48,28092
House,2833,'Chiswick Park',100.600071,0.93,27216
House,3775,'Chiswick Park',92.715232,0.73,27216
House,2618,'Shepherds Bush',71.619557,1.01,22068
House,2139,'Chiswick Park',98.176718,1.13,27216
'Flat / Apartment',2315,'St. Johns Wood',161.987041,0.49,76860
'Flat / Apartment',1289,'Maida Vale',190.069822,0.4,23748
'Flat / Apartment',554,'Canary Wharf',89.891697,0.52,32976
'Flat / Apartment',795,'Wandsworth Town',74.213836,3.35,28092
'Flat / Apartment',756,Farringdon,119.047619,0.31,38568
'Flat / Apartment',850,'South Kensington',140.588235,0.3,23748
'Flat / Apartment',1268,'Earls Court',173.107256,0.41,23748
House,3029,'Shepherds Bush',79.234071,1.41,22068
'Flat / Apartment',975,'Clapham Junction',87.179487,0.78,28092
'Flat / Apartment',1070,'Camden Town',95.794393,1.84,38568
'Flat / Apartment',411,'Camden Town',126.520681,1.58,38568
House,2158,'Putney Bridge',90.361446,2.1,28092
House,1364,'Hackney Downs',94.941349,0.52,33036
'Flat / Apartment',547,Greenwich,74.954296,2.39,28476
'Flat / Apartment',541,Vauxhall,115.526802,0.58,23748
'Flat / Apartment',571,'Old Street',113.835377,0.43,31164
'Flat / Apartment',735,'Wandsworth Town',80.952381,1.03,28092
'New development',1191,'High Street Kensington',222.502099,0.17,23748
House,2882,'Wandsworth Town',86.745316,3.57,28092
House,1661,Vauxhall,57.194461,1.33,23748
'Flat / Apartment',2056,'Putney Bridge',59.581712,2.03,28092
'Flat / Apartment',1118,'Ladbroke Grove',160.554562,0.46,23748
House,2899,'Putney Bridge',79.165229,2.04,28092
'Flat / Apartment',2248,'High Street Kensington',22.241993,0.25,23748
House,3414,'Putney Bridge',84.797891,2.05,28092
'Flat / Apartment',728,'South Kensington',13.736264,0.42,23748
'Flat / Apartment',825,Canonbury,75.757576,0.54,31164
House,4088,'Ealing Broadway',7.338552,0.9,32364
'New development',4438,Wimbledon,89.004056,0.3,28092
House,3295,'Clapham Junction',91.016692,0.85,28092
'Flat / Apartment',925,Victoria,104.324324,0.3,23748
House,2127,'Barnes Bridge',9.402915,1.44,13728
'New development',3802,Wimbledon,90.741715,0.48,28092
'Flat / Apartment',555,'South Kensington',161.261261,0.33,23748
House,1256,Vauxhall,87.181529,1.28,23748
'New development',3900,Blackheath,72.307692,1.04,28872
House,2835,Wimbledon,79.365079,0.28,28092
House,1667,Homerton,86.982603,0.12,33036
'Flat / Apartment',997,'Old Street',70.210632,0.06,38568
Penthouse,1836,'Aldgate East',100.762527,0.4,32976
House,3325,'Russell Square',9.022556,0.16,38568
House,2232,Balham,68.324373,0.51,28092
Penthouse,1117,'Chancery Lane',120.859445,0.25,38568
'Flat / Apartment',636,'Old Street',98.27044,0.59,38568
House,1576,'Imperial Wharf',104.695431,0.13,22068
'Flat / Apartment',500,'Camden Town',90,0.32,38568
House,1372,Victoria,118.440233,0.48,23748
'Flat / Apartment',848,Farringdon,100.235849,0.55,38568
House,2469,'Chiswick Park',91.130012,0.32,27216
House,2803,'St. Johns Wood',140.920442,0.34,76860
House,2396,Kennington,73.038397,1.02,35496
'Flat / Apartment',678,'Bond Street',176.253687,0.11,76860
'Flat / Apartment',1077,'Wandsworth Town',60.352832,1.02,28092
House,3027,'Imperial Wharf',9.910803,1.11,22068
'Flat / Apartment',960,Bromley-by-Bow,57.291667,0.38,32976
'Flat / Apartment',659,Victoria,15.174507,0.31,23748
House,2123,'Wandsworth Town',70.654734,3.61,28092
'Flat / Apartment',1021,'Earls Court',97.453477,0.55,23748
'Flat / Apartment',565,'Camden Town',92.920354,0.41,38568
'Flat / Apartment',1190,Victoria,201.260504,0.28,23748
'Flat / Apartment',1367,'High Street Kensington',153.621068,0.23,23748
'Flat / Apartment',1044,'Wandsworth Town',76.628352,3.68,28092
'Flat / Apartment',1113,'Putney Bridge',79.514825,2.03,28092
House,2881,'Putney Bridge',83.130857,2.04,28092
'Flat / Apartment',1502,Paddington,111.850866,0.52,76860
House,2178,'Chiswick Park',9.182736,0.42,27216
House,1752,'Chiswick Park',67.06621,0.5,27216
House,2720,'Imperial Wharf',86.397059,0.98,22068
'Flat / Apartment',1227,Paddington,126.324368,1.42,23748
House,2314,'Imperial Wharf',108.038029,0.74,22068
'Flat / Apartment',871,Canonbury,79.793341,1.07,31164
'Flat / Apartment',1402,'Earls Court',128.031384,0.35,23748
House,2665,'Wandsworth Town',95.684803,3.57,28092
'Flat / Apartment',711,'Clapham Junction',79.465541,0.56,28092
'Flat / Apartment',1950,'London Bridge',128.205128,0.58,35496
'Flat / Apartment',920,'Wandsworth Town',96.195652,3.61,28092
'New development',362,'Putney Bridge',1104.834254,2.11,28092
'Flat / Apartment',1013,'Camden Town',88.351431,0.5,38568
'Flat / Apartment',654,'Wandsworth Town',84.097859,3.82,28092
House,2270,Balham,63.876652,0.08,28092
'New development',861,'Shepherds Bush',134.727062,0.83,22068
'Flat / Apartment',1227,'St. Johns Wood',203.748981,0.4,76860
'Flat / Apartment',699,'South Kensington',225.321888,0.39,23748
House,3613,Highgate,69.194575,0.48,29436
'Flat / Apartment',682,'South Kensington',168.621701,0.74,23748
House,1727,'Hackney Downs',83.960625,0.24,33036
House,1304,Victoria,203.220859,0.77,23748
House,1601,Wimbledon,73.39163,0.71,28092
'Flat / Apartment',630,Homerton,57.142857,0.15,33036
'Flat / Apartment',920,'Putney Bridge',72.826087,2.05,28092
House,1828,'Imperial Wharf',68.380744,0.23,22068
'Flat / Apartment',422,'Acton Central',82.938389,0.77,27264
House,1978,'South Kensington',214.863498,0.46,23748
'Flat / Apartment',1262,'Clapham Common',97.068146,0.39,34956
House,1447,'Aldgate East',79.474775,0.46,32976
House,2422,'Clapham Common',92.898431,0.52,34956
'Flat / Apartment',376,Homerton,107.712766,0.1,33036
House,2160,Angel,78.472222,1.24,31164
'Flat / Apartment',770,Angel,110.38961,0.52,31164
'Flat / Apartment',924,'Shepherds Bush',140.151515,0.83,22068
'Flat / Apartment',1765,Hammersmith,155.807365,0.47,22068
'Flat / Apartment',1539,Vauxhall,178.687459,1.21,23748
'Flat / Apartment',638,'Green Park',235.109718,0.39,76860
'Flat / Apartment',1461,'Aldgate East',75.290897,0.58,32976
House,2890,Hampstead,164.359862,0.91,31164
House,3053,'Barnes Bridge',81.886669,1.38,13728
'Flat / Apartment',1281,'Barnes Bridge',97.580016,1.17,13728
'New development',1887,Mortlake,87.440382,0.4,13728
House,1481,'South Kensington',236.326806,0.49,23748
House,2631,'West Kensington',161.535538,0.83,23748
'Flat / Apartment',718,Paddington,153.203343,0.7,23748
House,2885,'Imperial Wharf',107.45234,1.12,22068
'Flat / Apartment',990,'Wandsworth Town',70.707071,3.32,28092
'Flat / Apartment',1078,Westminster,148.423006,0.33,76860
House,899,'Putney Bridge',69.521691,2.03,28092
House,1975,Hampstead,95.949367,1.01,31164
'Flat / Apartment',454,'Ladbroke Grove',106.828194,0.26,23748
House,2887,'Acton Central',74.47177,0.5,27264
House,1358,'Shepherds Bush',88.365243,1.54,22068
'Flat / Apartment',895,Greenwich,63.128492,2.34,28476
'Flat / Apartment',736,'Clapham Junction',81.521739,0.81,28092
'New development',1978,Mortlake,93.528817,0.4,13728
House,1766,'Wandsworth Town',72.197055,3.5,28092
House,1913,Victoria,109.775222,0.15,23748
'Flat / Apartment',2377,Victoria,145.140934,1.37,23748
'New development',546,Hampstead,192.307692,1.21,31164
'Flat / Apartment',1115,'Clapham Junction',89.237668,0.88,28092
'Flat / Apartment',1346,Highgate,85.438336,0.61,29436
Penthouse,1715,Mortlake,128.279883,0.4,13728
Penthouse,1490,Mortlake,120.805369,0.4,13728
'Flat / Apartment',681,Victoria,99.853157,0.2,23748
'New development',1033,'Maida Vale',89.545015,0.38,23748
'Flat / Apartment',1441,Paddington,124.913255,1.95,23748
'Flat / Apartment',923,Angel,10.834236,0.43,31164
'Flat / Apartment',744,'Old Street',112.231183,0.62,38568
House,2599,'Ealing Broadway',73.10504,0.98,32364
'Flat / Apartment',2114,'Aldgate East',89.87701,0.3,32976
'Flat / Apartment',615,'Putney Bridge',87.804878,2.03,28092
'Flat / Apartment',767,Greenwich,59.973924,2.72,28476
'Flat / Apartment',626,Victoria,116.613419,0.53,76860
'Flat / Apartment',1618,Wimbledon,92.398022,0.38,28092
'Flat / Apartment',839,'St. Johns Wood',142.431466,0.44,76860
'Flat / Apartment',828,'Earls Court',93.599034,0.47,23748
House,2634,'Clapham Junction',121.488231,1.09,28092
'Flat / Apartment',462,'Caledonian Road & Barnsbury',108.225108,0.23,31164
'New development',1083,'Imperial Wharf',200.369344,0.77,22068
'Flat / Apartment',924,'South Kensington',150.974026,0.3,23748
House,2062,'Clapham Junction',111.542192,0.74,28092
House,902,'Clapham Junction',99.778271,0.65,28092
'Flat / Apartment',750,Victoria,180,0.31,23748
Penthouse,4004,Victoria,12.487512,0.51,23748
House,2713,'Imperial Wharf',84.777,0.13,22068
House,968,'Ealing Broadway',98.140496,0.24,32364
Penthouse,1895,Victoria,122.691293,0.55,23748
'Flat / Apartment',1039,'Earls Court',115.014437,0.19,23748
House,1874,'Chiswick Park',120.064034,0.25,27216
'Flat / Apartment',674,'Clapham Junction',88.278932,0.48,28092
'Flat / Apartment',801,'Wandsworth Town',87.390762,3.28,28092
'Flat / Apartment',736,Angel,91.711957,0.47,31164
'Flat / Apartment',907,'Ealing Broadway',88.202867,0.48,32364
'Flat / Apartment',1156,'West Brompton',95.155709,0.64,23748
'Flat / Apartment',685,'Covent Garden',145.255474,0.15,38568
'Flat / Apartment',2423,'St. Johns Wood',144.44903,0.32,76860
House,4188,'Chiswick Park',94.317096,0.87,27216
House,4039,Victoria,22.282743,0.56,23748
'Flat / Apartment',945,'Clapham Common',52.910053,0.2,34956
'Flat / Apartment',870,'Chancery Lane',109.195402,0.25,38568
'New development',1310,'Clapham Common',83.969466,0.16,34956
Penthouse,496,'Aldgate East',94.758065,0.24,32976
'Flat / Apartment',969,'Camden Town',128.998968,0.69,38568
House,1017,'Clapham Junction',83.579154,0.66,28092
'Flat / Apartment',1167,Victoria,113.538989,0.68,76860
House,2441,Hammersmith,139.287177,0.54,22068
'Flat / Apartment',1189,Victoria,138.772077,0.83,76860
'Flat / Apartment',2080,'West Brompton',132.211538,1.05,23748
'Flat / Apartment',1119,'Oxford Circus',196.604111,0.36,76860
House,4095,'Imperial Wharf',94.627595,0.16,22068
Penthouse,2494,'South Kensington',174.418605,0.4,23748
'Flat / Apartment',542,'Aldgate East',87.638376,0.22,32976
'Flat / Apartment',738,'Aldgate East',60.97561,1.31,32976
'Flat / Apartment',1067,Paddington,135.895033,2.01,23748
'Flat / Apartment',1539,Paddington,146.19883,1.53,23748
House,3001,'Barnes Bridge',116.627791,0.82,13728
'Flat / Apartment',1551,'Canary Wharf',55.770471,0.71,32976
'Flat / Apartment',795,'Finsbury Park',74.842767,0.85,33036
House,2454,'Imperial Wharf',107.98696,0.59,22068
House,1454,Hammersmith,75.65337,0.83,22068
'Flat / Apartment',1024,'Imperial Wharf',116.699219,0.42,22068
'Flat / Apartment',1194,'Hackney Downs',81.658291,0.47,33036
'Flat / Apartment',521,Paddington,139.15547,1.34,23748
'New development',1184,'High Street Kensington',232.263514,0.12,23748
'New development',1203,'Canary Wharf',114.297589,0.3,32976
Penthouse,1268,'Canary Wharf',145.899054,0.3,32976
'New development',934,Victoria,195.396146,0.39,76860
'Flat / Apartment',2403,'Putney Bridge',55.139409,2.03,28092
'Flat / Apartment',596,Victoria,125.838926,0.38,76860
'New development',531,'Canary Wharf',108.286252,0.3,32976
'Flat / Apartment',983,'West Brompton',144.964395,0.69,23748
'Flat / Apartment',672,'Hackney Downs',81.845238,0.38,33036
'Flat / Apartment',1337,'High Street Kensington',164.547494,0.36,23748
House,1450,Angel,13.793103,0.5,31164
House,3247,Canonbury,107.791808,0.88,31164
'Flat / Apartment',1234,'Royal Victoria',61.993517,0.57,36132
'Flat / Apartment',782,'Clapham Junction',111.892583,0.9,28092
'New development',1452,Mortlake,90.909091,0.4,13728
'Flat / Apartment',558,Angel,98.566308,0.67,31164
'Flat / Apartment',1535,Paddington,104.234528,0.35,76860
'Flat / Apartment',800,Farringdon,111.25,0.14,38568
'New development',978,'Clapham Junction',88.139059,0.06,28092
'New development',636,'Clapham Junction',121.855346,1.4,28092
'New development',1500,'Barnes Bridge',106.666667,0.97,13728
'Flat / Apartment',1376,'South Kensington',141.715116,0.27,23748
'Flat / Apartment',484,'Goodge Street',140.495868,0.46,76860
'Flat / Apartment',1386,'Clapham Junction',129.87013,0.93,28092
'Flat / Apartment',1452,'Clapham Junction',102.61708,0.9,28092
'Flat / Apartment',1088,'Clapham Junction',137.867647,1.13,28092
'Flat / Apartment',1056,'Old Street',104.166667,0.54,38568
'Flat / Apartment',959,'West Kensington',107.403545,0.33,23748
'Flat / Apartment',1007,'Shepherds Bush',134.061569,0.82,22068
'Flat / Apartment',693,'Earls Court',126.984127,0.5,23748
'Flat / Apartment',1278,'Canary Wharf',68.466354,0.47,32976
'Flat / Apartment',835,'West Kensington',95.688623,0.77,23748
'New development',2453,Highgate,87.647778,0.31,29436
'New development',2421,Highgate,8.261049,0.31,29436
House,2701,'Kew Bridge',3.702332,0.77,27216
'Flat / Apartment',995,'Bond Street',386.934673,0.38,76860
'Flat / Apartment',1025,'Ealing Broadway',68.292683,1.49,32364
House,2282,'Imperial Wharf',8.764242,0.75,22068
'Flat / Apartment',2476,'South Kensington',131.260097,0.33,23748
'Flat / Apartment',724,'South Kensington',148.480663,0.28,23748
'Flat / Apartment',2163,'Bond Street',131.761442,0.08,76860
'Flat / Apartment',1139,'West Brompton',144.863916,0.64,23748
'Flat / Apartment',788,'Green Park',215.736041,0.14,76860
House,1552,'Dalston Junction',86.984536,0.86,33036
House,2277,'Dalston Junction',105.182257,0.79,33036
'Flat / Apartment',648,Barbican,138.117284,0.12,38568
House,2390,'Oxford Circus',152.719665,0.58,76860
House,3502,'Barnes Bridge',79.954312,1.52,13728
House,4831,'Putney Bridge',72.428069,2.03,28092
House,3134,'Putney Bridge',74.984046,2.12,28092
'Flat / Apartment',911,'Clapham Junction',104.28101,0.36,28092
House,3394,'Imperial Wharf',11.785504,1.09,22068
'Flat / Apartment',1030,'Aldgate East',50.970874,1.31,32976
'Flat / Apartment',924,Greenwich,62.229437,2.4,28476
House,1965,'Shepherds Bush',76.081425,0.54,22068
'Flat / Apartment',546,'Clapham Junction',91.575092,0.37,28092
House,2607,'London Bridge',11.50748,0.71,35496
'New development',666,'London Bridge',138.888889,0.53,35496
House,1929,Paddington,168.481078,1.48,23748
'Flat / Apartment',1574,'Canary Wharf',76.238882,0.43,32976
House,1252,'Dalston Junction',99.840256,1.26,33036
'Flat / Apartment',1773,Victoria,245.34687,0.51,23748
'Flat / Apartment',440,'Shepherds Bush',102.272727,0.45,22068
'Flat / Apartment',1055,'South Kensington',279.620853,0.18,23748
House,571,'Canary Wharf',70.052539,0.64,32976
'Flat / Apartment',569,'West Brompton',210.896309,0.37,23748
'Flat / Apartment',519,'Piccadilly Circus',183.044316,0.27,76860
'Flat / Apartment',1210,Hampstead,107.438017,0.54,31164
'Flat / Apartment',1066,'Canary Wharf',75.046904,0.24,32976
House,3343,'High Street Kensington',139.09662,0.16,23748
'New development',551,'Imperial Wharf',126.134301,0.67,22068
'Flat / Apartment',2247,'Tower Gateway',88.963062,0.96,32976
'Flat / Apartment',1073,Victoria,92.730662,1.1,23748
'Flat / Apartment',1147,'Imperial Wharf',104.62075,0.63,22068
'Flat / Apartment',1581,'St. Johns Wood',189.69007,0.32,76860
House,2486,'Imperial Wharf',120.474658,0.62,22068
'Flat / Apartment',420,'Earls Court',125,0.3,23748
'Flat / Apartment',799,'Aldgate East',75.093867,0.41,32976
'Flat / Apartment',1156,Victoria,8.650519,0.24,23748
House,2029,'Camden Town',194.677181,0.61,38568
'Flat / Apartment',563,'Hackney Downs',86.145648,0.26,33036
'Flat / Apartment',1372,Wimbledon,94.387755,0.26,28092
'Flat / Apartment',691,'Canary Wharf',79.59479,0.38,32976
Penthouse,1535,'St. Johns Wood',114.006515,0.19,76860
'Flat / Apartment',1698,'Earls Court',97.173145,0.47,23748
'Flat / Apartment',1796,'Barnes Bridge',94.654788,1.17,13728
'Flat / Apartment',655,'Clapham Common',104.580153,0.12,34956
'Flat / Apartment',993,'Wandsworth Town',80.563948,3.67,28092
House,3468,'Wandsworth Town',76.412918,0.44,28092
'New development',2720,'Barnes Bridge',128.676471,1.19,13728
'Flat / Apartment',469,'Canary Wharf',68.230277,0.64,32976
'New development',1087,'Goodge Street',248.390064,0.12,38568
'Flat / Apartment',1450,Victoria,213.448276,0.25,23748
Penthouse,1589,Westminster,235.997483,0.67,76860
'Flat / Apartment',572,Moorgate,139.86014,0.13,24000
House,2940,Angel,144.557823,0.23,31164
'Flat / Apartment',736,'Barnes Bridge',95.108696,0.87,13728
House,4206,Mortlake,112.933904,0.33,13728
Penthouse,2433,'Bond Street',154.130703,0.06,76860
'Flat / Apartment',1024,'Liverpool Street',107.421875,0.33,33036
House,3646,'Putney Bridge',73.916621,2.05,28092
'New development',942,'West Kensington',196.390658,0.83,23748
'Flat / Apartment',538,Bromley-by-Bow,60.408922,0.97,32976
House,3574,'Clapham Common',76.9446,0.13,34956
Penthouse,1662,Victoria,210.589651,0.39,76860
House,5675,'Putney Bridge',71.806167,2.05,28092
House,2597,Highgate,96.264921,0.15,29436
'New development',600,'Imperial Wharf',138.333333,0.77,22068
'New development',911,'Imperial Wharf',156.421515,0.77,22068
'New development',522,Barbican,172.413793,0.13,24000
'Flat / Apartment',1186,'Clapham Junction',77.150084,0.83,28092
House,6796,Victoria,27.957622,0.68,23748
'Flat / Apartment',844,'Canary Wharf',62.203791,0.49,32976
'Flat / Apartment',781,Hampstead,140.84507,0.65,31164
'New development',1835,'London Bridge',162.6703,0.74,35496
'Flat / Apartment',1007,'Tower Gateway',71.996028,0.48,32976
'Flat / Apartment',834,Paddington,155.8753,0.59,23748
'New development',1016,'Shepherds Bush',152.559055,0.82,22068
'Flat / Apartment',1218,Victoria,116.995074,0.49,76860
'Flat / Apartment',524,Barbican,152.671756,0.19,33036
'Flat / Apartment',1241,Hampstead,76.551168,0.53,31164
'New development',2303,'Old Street',138.949197,0.44,33036
House,1690,'Wandsworth Town',76.923077,3.53,28092
'Flat / Apartment',1771,'Canary Wharf',95.990966,0.47,32976
House,1814,Cricklewood,77.177508,0.33,31452
'New development',922,'Canary Wharf',129.609544,0.35,32976
'New development',1176,'Canary Wharf',95.663265,0.3,32976
'Flat / Apartment',1055,'South Kensington',218.009479,0.67,23748
'New development',1077,'Imperial Wharf',181.058496,0.77,22068
'Flat / Apartment',1954,'Clapham Junction',176.560901,0.87,28092
House,3917,'Wandsworth Town',101.99132,3.71,28092
'Flat / Apartment',1115,'London Bridge',134.080717,1.7,35496
House,1683,'Chiswick Park',80.213904,1.18,27216
'New development',1065,Vauxhall,91.549296,1.71,23748
Penthouse,1851,'High Street Kensington',21.609941,0.22,23748
'Flat / Apartment',1465,Wimbledon,98.976109,0.52,28092
House,3808,'Barnes Bridge',98.476891,1.54,13728
'Flat / Apartment',1244,Victoria,156.752412,0.38,76860
Penthouse,1884,'London Bridge',156.581741,1.7,35496
'Flat / Apartment',619,'Hackney Downs',84.814216,0.94,33036
'New development',474,Bromley-by-Bow,91.772152,1.19,32976
'Flat / Apartment',1070,'South Kensington',168.224299,0.58,23748
'Flat / Apartment',985,'South Kensington',10.152284,0.34,23748
'Flat / Apartment',818,Victoria,180.317848,0.49,23748
'Flat / Apartment',538,'South Kensington',204.460967,0.63,23748
'New development',1007,Victoria,143.992056,0.32,23748
'Flat / Apartment',711,'South Kensington',196.202532,0.4,23748
'New development',1010,Victoria,103.960396,0.32,23748
'New development',758,Victoria,138.522427,0.34,23748
'New development',1924,'High Street Kensington',205.301455,0.22,23748
'Flat / Apartment',1122,'St. Johns Wood',68.181818,0.57,76860
'Flat / Apartment',1008,'Putney Bridge',84.325397,2.15,28092
House,7798,Victoria,43.600923,0.87,23748
'Flat / Apartment',1388,Paddington,129.682997,0.24,76860
'Flat / Apartment',632,'Bethnal Green',76.740506,0.37,32976
'Flat / Apartment',1292,Victoria,174.148607,0.77,76860
House,910,Homerton,92.307692,0.11,33036
'New development',579,'Shepherds Bush',129.533679,0.82,22068
'Flat / Apartment',1358,'Imperial Wharf',75.478645,1.17,22068
'Flat / Apartment',2136,'West Brompton',128.745318,1.05,23748
'Flat / Apartment',1494,Farringdon,100.401606,0.69,38568
House,954,'Putney Bridge',10.48218,2.04,28092
'Flat / Apartment',1878,'Putney Bridge',103.833866,2.08,28092
'Flat / Apartment',1023,'Chiswick Park',90.420332,0.84,27216
'Flat / Apartment',675,Farringdon,66.666667,0.43,38568
'Flat / Apartment',950,'Tower Gateway',81.578947,0.51,32976
'Flat / Apartment',1738,'Camden Town',143.843498,0.74,38568
'Flat / Apartment',1058,'Golders Green',120.510397,0.24,31164
'Flat / Apartment',681,'Imperial Wharf',117.474302,0.43,22068
'New development',1453,'Imperial Wharf',120.440468,0.43,22068
'New development',1140,'Ealing Broadway',105.263158,0.48,32364
'New development',591,'Shepherds Bush',133.671743,0.82,22068
'Flat / Apartment',1971,Hampstead,138.254693,0.87,31164
'Flat / Apartment',860,Wimbledon,84.302326,0.35,28092
'Flat / Apartment',593,'Gospel Oak',101.180438,0.38,31164
'Flat / Apartment',1680,Hampstead,148.809524,0.76,31164
House,3174,Angel,110.270951,1.33,31164
House,3600,Mortlake,79.166667,0.52,13728
'Flat / Apartment',816,'St. Johns Wood',153.186275,0.56,76860
'Flat / Apartment',517,Angel,676.88588,0.48,31164
'Flat / Apartment',1515,'West Brompton',148.514851,1.02,23748
'New development',823,'Clapham Junction',82.017011,0.06,28092
'Flat / Apartment',1367,Hammersmith,95.098756,0.41,22068
'Flat / Apartment',1154,'Clapham Junction',116.984402,0.78,28092
'New development',1528,'Golders Green',104.712042,0.43,31164
'Flat / Apartment',880,Victoria,159.090909,0.18,23748
'Flat / Apartment',3486,'Green Park',45.897877,0.36,76860
'Flat / Apartment',1032,'Maida Vale',111.434109,0.16,23748
'New development',960,'Canary Wharf',128.125,0.35,32976
'New development',872,'Golders Green',114.105505,0.43,31164
Penthouse,2262,'Clapham Junction',108.311229,0.44,28092
'Flat / Apartment',940,'Bond Street',148.404255,0.12,76860
'Flat / Apartment',1397,'Hackney Downs',58.339298,0.46,33036
House,1050,'Tower Gateway',83.333333,0.6,32976
'New development',1280,'West Hampstead',83.984375,0.42,31164
'New development',577,'Clapham Junction',91.854419,0.06,28092
'New development',820,Hornsey,86.585366,0.37,29436
'Flat / Apartment',732,'South Kensington',163.934426,0.38,23748
'Flat / Apartment',668,'West Brompton',116.017964,0.32,23748
Penthouse,1700,'Imperial Wharf',214.705882,0.77,22068
'New development',1293,Victoria,224.284609,0.77,76860
House,12435,'St. Johns Wood',20.104544,0.3,76860
'New development',1236,'Green Park',331.71521,0.36,76860
Penthouse,3368,'St. Johns Wood',29.691211,0.67,76860
House,1705,'West Kensington',134.897361,0.78,23748
